index,Recency,Frequency,Monetary
1448,0.716498149,0.564434817,-0.050327439
224,-1.216574491,-0.397475362,-0.050246309
3623,0.151165667,-0.048517895,-0.049646093
3463,1.318495922,-0.282554741,-0.049451482
656,-0.851009019,-0.339023471,-0.049435266
56,1.198657327,-0.310553771,-0.049224471
2776,1.21389939,-0.427513616,-0.048948863
2237,-1.411547387,-0.58722335,-0.048948863
2118,-0.060755989,-0.123292073,-0.047571627
739,-0.652002409,-0.20116426,-0.047069674
1040,-1.216574491,-0.282554741,-0.047053484
2302,1.840171086,-0.521274199,-0.046648817
2500,0.243231541,-0.227880049,-0.046357528
1773,2.030088357,-1.312878513,-0.045548706
3089,-0.901324528,1.548620198,-0.044271706
103,0.186195327,-0.148886303,-0.042656896
3082,-0.500817436,-0.397475362,-0.042076013
2026,0.526999603,-0.20116426,-0.040495923
2703,0.254447018,0.023501002,-0.038853203
2388,-0.142080789,-0.148886303,-0.038853203
3549,-0.73576221,-0.148886303,-0.038386502
1560,-0.672349015,-0.9787174,-0.037968209
670,1.653011333,-1.567036168,-0.037485718
1103,0.651853123,-0.310553771,-0.036939091
562,-0.074041057,-0.310553771,-0.035991031
903,1.113391658,-0.847276495,-0.034674436
2333,1.281550114,-0.174838546,-0.032862095
2947,-1.411547387,-0.098041437,-0.031692515
2599,-1.303996075,-0.282554741,-0.031468322
350,0.6330652,-1.567036168,-0.031068064
1910,1.586062261,-1.567036168,-0.031068064
1086,-0.593051416,-0.174838546,-0.030811958
2727,1.121246593,-0.489375795,-0.029628065
2669,0.752697786,-0.282554741,-0.029516126
142,-0.518725019,1.757796149,-0.028828693
3633,-0.73576221,-1.385882298,-0.027710324
1870,1.340453522,-1.129692039,-0.026513042
1421,0.892599777,-0.310553771,-0.026130124
2742,0.585442932,1.84573869,-0.0255081
3394,-1.011764514,1.118881495,-0.025476209
1002,0.115489141,0.961831898,-0.02436046
2443,-0.757772767,-0.397475362,-0.02436046
586,-1.354370194,-0.427513616,-0.023771059
2091,-0.73576221,1.49437273,-0.023516258
1306,-0.875817158,0.929413305,-0.023468488
3126,-0.272264215,-0.310553771,-0.02335703
1609,0.309622152,0.813012167,-0.023086384
109,0.770605036,-0.098041437,-0.022004311
2041,1.266646392,-0.367988408,-0.021654404
1576,0.866931218,-0.692347911,-0.021654404
321,2.077582213,0.507970447,-0.021543088
543,1.259167134,0.350789912,-0.021384079
3607,-0.693076031,-0.000217723,-0.021384079
50,-0.074041057,-0.339023471,-0.020875372
3589,1.369492288,0.046945496,-0.020668761
1396,0.029512257,-1.385882298,-0.019016948
202,-1.073418014,-0.098041437,-0.018350409
3412,2.053908807,0.993899989,-0.018175891
2446,1.340453522,0.046945496,-0.017890361
1860,0.066849357,0.046945496,-0.017509743
1838,-0.074041057,0.160362696,-0.016780508
3032,0.814832794,1.439270814,-0.016146691
230,1.865232407,-0.227880049,-0.016067484
2344,-0.780267246,-0.098041437,-0.01563984
129,-0.272264215,1.397358691,-0.015608168
198,0.426158022,-0.227880049,-0.015608168
2707,-0.574040686,-0.367988408,-0.015544825
368,-0.500817436,-0.310553771,-0.014341851
3275,-0.851009019,0.023501002,-0.01413618
1440,-0.927593815,1.118881495,-0.013962173
740,-1.258454391,2.086599424,-0.013471905
536,0.054488041,0.023501002,-0.013377034
3181,1.672843016,0.896632459,-0.012649897
956,0.556403925,-0.048517895,-0.012570882
3386,1.369492288,-0.427513616,-0.012302265
732,0.197734088,-0.098041437,-0.012239069
1458,-0.982721077,1.641611629,-0.011780976
360,-0.73576221,1.194516221,-0.011544089
1990,-0.574040686,1.149353063,-0.009697709
1232,-0.803279042,-0.489375795,-0.009287724
238,-1.303996075,-0.000217723,-0.008672967
1731,1.376710256,-0.339023471,-0.007806447
985,0.446691531,-0.521274199,-0.007585962
1812,-0.593051416,-0.000217723,-0.00695619
1413,-0.500817436,-0.367988408,-0.00591767
616,1.63972634,0.929413305,-0.005760384
2137,0.832314334,-0.000217723,-0.00566602
212,-1.303996075,-0.000217723,-0.00486418
856,1.376710256,-0.098041437,-0.004754158
1114,0.066849357,0.182340345,-0.003968534
2329,1.376710256,-0.692347911,-0.002728121
2039,-0.851009019,0.225645948,-0.002524105
1780,0.487200996,-0.282554741,-0.002445644
3565,-0.25725009,-0.767384301,-0.002414262
1675,-1.106353868,0.691589972,-0.001865172
971,-1.354370194,-0.20116426,0.00051702
2614,-0.954697669,-0.656395162,0.000610973
481,-0.431561164,-1.186184352,0.001800518
2257,-1.041948201,2.561626453,0.00277021
1769,-0.349695081,0.023501002,0.003708002
2449,-0.875817158,-0.123292073,0.004129809
977,-0.500817436,0.070125054,0.004738869
2538,-1.479370101,2.074894165,0.004957444
1251,1.167936879,-0.9787174,0.00536328
700,-1.073418014,-0.148886303,0.006736033
1387,-0.780267246,1.808297421,0.006829583
579,0.394994511,0.778860693,0.006985485
158,-0.25725009,-0.397475362,0.007266066
2642,0.00418711,-0.310553771,0.007764744
697,1.757496223,-1.129692039,0.007827066
1349,-0.128248765,2.675406238,0.010022222
208,-0.156030538,-0.227880049,0.010162225
2349,0.220612081,-0.310553771,0.010582154
641,0.623616194,-0.073120917,0.011872283
3259,0.209205956,-1.312878513,0.012540211
2821,-1.140982004,0.330398444,0.01257127
3612,-0.632016005,-0.282554741,0.012679971
3396,-0.612371324,0.778860693,0.014231953
1750,0.866931218,-0.339023471,0.014387059
3173,1.852723351,-0.048517895,0.014433588
1800,0.99289989,-0.20116426,0.014867785
624,1.63972634,-0.339023471,0.01523985
2717,-0.349695081,1.009806097,0.016061156
1254,-0.693076031,1.535136277,0.019372649
3613,1.281550114,-0.489375795,0.019851725
1047,1.821260682,-0.098041437,0.020268856
1885,0.82358823,-0.000217723,0.020454209
734,-1.041948201,1.057028602,0.020793962
1647,-1.17759363,0.138159617,0.021010127
632,0.566123511,-0.148886303,0.021041005
2270,1.659634595,0.691589972,0.022784551
1444,0.426158022,-0.806664074,0.022938746
724,-0.954697669,-1.246878045,0.023555364
426,-0.593051416,-0.174838546,0.02437198
3477,0.575803017,0.829933595,0.024957196
3475,1.503922848,-0.339023471,0.026726812
1790,-0.060755989,-0.20116426,0.027849017
1038,0.875514961,-0.553873918,0.028356032
911,-1.258454391,1.025628706,0.028509638
1206,0.436448542,-0.767384301,0.028571076
1155,1.57251207,-0.58722335,0.0291239
959,-0.672349015,-0.397475362,0.029998775
1656,0.849679714,-0.889367174,0.031057133
1026,1.281550114,-0.767384301,0.031133796
3471,-0.780267246,-0.521274199,0.033033743
1822,-1.106353868,-0.024220536,0.033171546
1693,2.095242391,-1.246878045,0.033263407
2347,-0.851009019,-0.282554741,0.033737933
2123,-1.258454391,-1.026449096,0.034151103
1871,1.001095023,0.023501002,0.034273502
2161,0.342039105,0.204099296,0.034854754
1315,0.95987435,-0.310553771,0.035420488
1099,-0.114531535,0.093048461,0.036933131
1433,-0.826845578,1.072608392,0.037528591
1479,-0.349695081,-0.024220536,0.037772812
3573,-0.170101072,-0.073120917,0.037788074
2539,-0.333877457,0.863476939,0.038871302
3187,-0.593051416,0.880102338,0.039252528
2212,-0.826845578,1.693699866,0.040578423
185,-0.170101072,-0.282554741,0.041507357
590,-1.567758383,-0.621376729,0.041903117
649,-1.303996075,-0.367988408,0.04200965
181,0.415819302,-0.098041437,0.042466129
2607,-1.411547387,0.65588018,0.043104962
2901,0.892599777,-0.553873918,0.043819515
3348,-0.803279042,0.829933595,0.044047491
418,-0.198617405,-0.123292073,0.044959038
1037,-0.901324528,-0.073120917,0.0450046
2532,1.333151523,0.813012167,0.045019787
170,-0.156030538,-0.58722335,0.046203902
1097,-1.17759363,-0.767384301,0.0462646
2361,-0.927593815,-0.656395162,0.047189934
3060,0.734663077,-0.847276495,0.047280919
1526,-0.632016005,0.070125054,0.047811551
1541,0.546643755,-0.621376729,0.049326587
3205,-0.381866639,1.719470772,0.04979593
2042,-0.483156889,-0.255003783,0.050310521
153,-0.632016005,-0.174838546,0.050885438
3096,-0.431561164,0.330398444,0.051248428
2038,1.073792826,-0.148886303,0.051974138
745,0.779511701,0.846754597,0.052487966
2619,0.054488041,0.093048461,0.053499983
659,-0.851009019,0.268126456,0.053922709
1761,0.186195327,-0.098041437,0.054134027
1691,1.09761749,-1.312878513,0.05514491
2855,-0.448537757,-0.000217723,0.056516789
1988,-1.041948201,0.330398444,0.056546926
2558,-0.73576221,2.167616789,0.056546926
2708,-0.242382455,0.246986399,0.056667467
2483,-0.574040686,0.929413305,0.059016045
3194,-1.073418014,-0.227880049,0.060023579
1362,0.841011399,-1.385882298,0.060113772
1052,-0.672349015,2.466380617,0.060143836
2264,-0.500817436,1.757796149,0.060609737
3567,0.698200139,-0.098041437,0.060940287
3112,0.507186823,-0.098041437,0.060985356
1424,-0.034488965,1.118881495,0.062817006
2734,-0.021502484,0.160362696,0.063297061
1569,0.186195327,-0.521274199,0.064541478
2341,-0.448537757,-0.048517895,0.065290619
1756,-1.140982004,-0.148886303,0.065575194
2694,-0.333877457,-0.397475362,0.065859713
429,-0.074041057,-0.847276495,0.065934577
2065,-0.287429247,-0.227880049,0.066757834
174,0.186195327,-0.148886303,0.066787762
3151,-0.381866639,1.253760079,0.066862579
1519,0.054488041,0.138159617,0.067610543
2690,0.698200139,-1.026449096,0.067760091
3400,1.121246593,0.115724025,0.068298335
1113,-0.500817436,-0.427513616,0.06886627
2479,-0.55532475,-0.20116426,0.069224853
874,-0.55532475,-0.458135302,0.070016415
719,0.197734088,-0.098041437,0.070061208
1939,-0.652002409,-0.174838546,0.070091069
414,-0.757772767,0.115724025,0.070419501
1394,1.757496223,-1.567036168,0.070897089
1296,-0.128248765,1.224274039,0.074756904
3154,-0.25725009,-0.367988408,0.075277728
1138,-1.354370194,0.046945496,0.076110667
3128,-0.349695081,-0.367988408,0.07630396
541,0.309622152,0.526931854,0.076333696
1463,-1.258454391,-0.123292073,0.076571556
2079,1.017413296,0.913068924,0.076898552
2393,-0.349695081,0.507970447,0.077240334
1005,1.963800953,-0.174838546,0.077656309
2293,-0.349695081,0.545752277,0.078116718
1652,-0.381866639,1.56205314,0.079215179
2939,0.909576115,0.929413305,0.079497085
3347,-0.714205625,2.302959834,0.079615766
863,0.029512257,-0.174838546,0.080312826
1884,0.265601039,-0.889367174,0.080861345
1243,-0.128248765,-0.098041437,0.081217033
2428,0.016894271,0.070125054,0.082268776
3494,-0.500817436,2.269525899,0.082949789
1649,-1.354370194,1.253760079,0.082994192
2499,0.066849357,1.118881495,0.083319774
49,0.487200996,-0.20116426,0.083645284
1419,1.001095023,-0.20116426,0.083689666
3055,-1.041948201,0.330398444,0.084429174
2229,-1.567758383,0.023501002,0.085109196
188,-0.55532475,-0.073120917,0.088239193
3405,-1.411547387,1.719470772,0.088357178
1408,0.254447018,-0.489375795,0.088637352
782,-0.593051416,0.863476939,0.089344926
3548,0.82358823,-0.255003783,0.090317292
1334,-0.31823085,1.194516221,0.090552921
996,1.049767664,-0.073120917,0.092304242
3331,1.065806966,-0.174838546,0.092407197
677,-0.156030538,-0.024220536,0.092642495
2544,1.167936879,0.023501002,0.0926572
614,0.575803017,-0.255003783,0.092671905
2523,-0.349695081,1.118881495,0.093509837
595,0.151165667,-0.93311034,0.093553925
2028,0.066849357,0.160362696,0.094288543
2495,1.705645173,-1.312878513,0.094875977
422,-1.140982004,0.023501002,0.096035478
2058,-0.431561164,-0.174838546,0.09706213
774,-0.431561164,1.057028602,0.097531222
1502,-1.216574491,-0.310553771,0.099625672
2662,-1.303996075,-0.174838546,0.100196375
2793,0.09132719,-1.186184352,0.100474332
723,-0.414795485,-0.397475362,0.10070836
1749,-0.047572727,-0.692347911,0.100854609
1825,-0.114531535,-0.427513616,0.100883857
539,-1.073418014,-0.255003783,0.101658721
83,-1.354370194,-0.148886303,0.101892564
44,1.921000148,-0.367988408,0.102024084
2396,-0.851009019,0.023501002,0.102184815
3556,-0.632016005,-0.621376729,0.103236448
735,0.309622152,1.439270814,0.103966312
1997,-0.714205625,0.046945496,0.104695821
302,-0.536890305,1.425357015,0.105016691
1157,1.057798642,-0.024220536,0.105075024
366,0.661192888,0.673794595,0.106139197
2575,-1.411547387,1.041369119,0.106882211
2338,0.042042917,-0.098041437,0.106896776
1604,-0.142080789,0.410931597,0.107697645
1031,1.221491408,0.046945496,0.109094497
204,-0.851009019,-0.148886303,0.109269012
2448,0.265601039,0.046945496,0.110170349
1140,-0.128248765,-0.073120917,0.112160089
1088,-0.982721077,-0.9787174,0.112972653
893,0.526999603,-0.073120917,0.113349765
3176,-1.140982004,-0.367988408,0.113697785
3599,0.298704225,1.667748106,0.113741281
412,-0.074041057,-0.048517895,0.114857266
3529,2.095242391,-0.339023471,0.114929704
2265,-1.354370194,2.190477218,0.115784205
922,-1.258454391,2.074894165,0.117506213
3321,-0.448537757,-0.174838546,0.118171333
2994,-0.73576221,1.025628706,0.1182147
770,-0.349695081,1.072608392,0.119803966
356,-1.303996075,0.070125054,0.120857733
46,-0.034488965,-0.048517895,0.121002027
3111,-0.780267246,0.961831898,0.124259384
767,-1.258454391,1.980014336,0.125166152
1663,-1.303996075,0.601398085,0.126244925
3360,-0.431561164,0.795988492,0.12640308
553,-1.041948201,-0.098041437,0.127380398
2141,0.426158022,1.369128004,0.128098609
3322,-0.213070029,0.023501002,0.130322889
3065,-1.17759363,1.194516221,0.130652664
1550,1.129080327,-0.123292073,0.131326328
2870,1.840171086,-0.93311034,0.132286137
1991,1.065806966,2.003944849,0.132644118
2706,-0.242382455,0.829933595,0.133417068
1695,-0.593051416,-0.174838546,0.13423253
3527,-0.693076031,0.637844308,0.134246832
330,-0.714205625,-0.000217723,0.134389849
2348,-0.227657104,-0.123292073,0.134818817
3442,-0.242382455,-0.58722335,0.135504914
2799,-0.034488965,-0.073120917,0.13674767
1558,0.09132719,0.115724025,0.138274715
3195,-1.567758383,-0.521274199,0.139002017
2485,-1.041948201,0.246986399,0.13948669
69,0.689000305,0.023501002,0.139557952
266,-0.803279042,-0.310553771,0.140455571
57,-1.041948201,-0.174838546,0.141381126
2346,-0.128248765,-0.123292073,0.142818175
1098,0.585442932,0.046945496,0.14328741
3161,1.167936879,2.156139471,0.144111774
549,0.265601039,-0.521274199,0.14570238
2982,1.065806966,0.761626837,0.146241671
835,-1.17759363,-0.367988408,0.146340993
2178,0.716498149,0.761626837,0.146880056
3260,0.556403925,-0.048517895,0.146950971
648,-0.365689454,-0.656395162,0.147248778
3336,-0.55532475,-0.656395162,0.147645764
483,-1.106353868,-1.385882298,0.147674116
499,-0.074041057,-0.889367174,0.147787519
2115,-0.047572727,0.070125054,0.149968878
1842,-0.574040686,-0.889367174,0.150733028
3555,1.318495922,-1.567036168,0.151496793
2887,0.467037506,-1.567036168,0.15220364
119,0.265601039,-0.20116426,0.152698237
1811,-1.354370194,0.115724025,0.153009045
3406,-1.354370194,1.34065907,0.154251638
1465,-0.714205625,0.225645948,0.155140598
1131,-0.414795485,1.967995018,0.157536787
2271,-0.333877457,1.103533678,0.157579039
3514,1.025536854,-0.397475362,0.158578656
1810,-0.170101072,0.450207536,0.160575921
1552,-1.354370194,0.619684474,0.160589977
3192,-0.73576221,0.093048461,0.160604033
1998,-0.73576221,1.453128621,0.161517384
1982,-1.041948201,-0.282554741,0.161699988
82,-0.213070029,-0.148886303,0.162598644
859,-1.303996075,2.302959834,0.163468712
80,0.770605036,-0.048517895,0.163524829
2033,0.243231541,-0.458135302,0.16453457
241,-1.354370194,0.564434817,0.164969113
1061,0.415819302,-1.026449096,0.16576779
538,-0.714205625,-0.073120917,0.168049419
3276,-1.354370194,-0.692347911,0.169293778
995,-1.073418014,-0.148886303,0.16985271
444,-1.567758383,1.26840348,0.170844311
3500,-0.500817436,0.246986399,0.172421167
1496,0.623616194,-0.174838546,0.173062607
2572,-0.31823085,-0.073120917,0.173954597
2320,-0.272264215,-0.073120917,0.174511827
753,-0.757772767,0.093048461,0.174748589
3366,-1.011764514,1.667748106,0.174873918
2423,1.646375273,-0.847276495,0.175528249
3292,0.623616194,0.115724025,0.176655269
79,-1.17759363,0.204099296,0.177281033
2353,0.892599777,-0.339023471,0.177614669
2891,-0.927593815,-0.255003783,0.178226147
3570,-1.011764514,1.654703204,0.178740155
3468,-0.500817436,1.745064551,0.182721343
385,1.325832364,-0.553873918,0.183815397
1480,-0.954697669,-0.098041437,0.184313695
164,-0.780267246,-1.468745318,0.184645803
2826,-0.803279042,0.913068924,0.185060838
597,-0.574040686,-0.656395162,0.186305269
1794,-0.500817436,0.046945496,0.186830393
3466,-0.714205625,2.133089323,0.186844209
966,1.105515349,0.023501002,0.187065258
871,1.840171086,-0.174838546,0.18749345
20,-0.714205625,-0.227880049,0.189798109
613,0.016894271,0.204099296,0.190625287
2732,-0.156030538,1.732289574,0.192512344
1504,-0.901324528,0.093048461,0.192732579
1057,-0.574040686,0.268126456,0.194520822
2426,-0.901324528,1.439270814,0.19516683
1966,-0.851009019,0.863476939,0.195290503
2020,-0.55532475,0.160362696,0.195443018
2943,-1.258454391,1.588768371,0.195702673
2163,-0.156030538,0.564434817,0.196444302
2047,-0.349695081,0.115724025,0.197460029
1676,0.405431699,-0.000217723,0.197967641
3121,-1.041948201,0.023501002,0.198063657
1587,-0.25725009,0.046945496,0.1982831
2960,0.415819302,-0.174838546,0.199215382
855,0.707365963,0.023501002,0.203075608
3539,-0.483156889,-0.098041437,0.205862104
1561,-0.851009019,0.268126456,0.208589093
2559,-0.242382455,2.039575107,0.209678543
3153,-0.757772767,1.253760079,0.20970577
1986,-1.411547387,0.246986399,0.210835244
2279,0.209205956,0.289071661,0.211692005
3129,-0.851009019,0.023501002,0.212031858
1670,-0.574040686,0.246986399,0.213960811
1272,-0.518725019,0.070125054,0.214965089
2390,-0.593051416,1.057028602,0.215032922
2009,-0.672349015,0.225645948,0.215521232
3557,-0.087430327,-0.073120917,0.215643286
3157,-1.106353868,-0.024220536,0.217608382
3038,0.436448542,-1.246878045,0.218095882
1786,-1.106353868,0.225645948,0.219043361
59,0.186195327,0.268126456,0.220193093
1562,0.670497072,-0.806664074,0.22036886
3295,0.670497072,-0.174838546,0.220395899
1438,1.490032429,0.410931597,0.220679782
1364,-1.073418014,0.138159617,0.220774399
1619,-0.170101072,0.637844308,0.221098753
459,-1.411547387,0.182340345,0.222422499
3188,-0.954697669,1.615286433,0.224095827
615,0.127455416,-0.000217723,0.224311609
3620,-0.272264215,-0.255003783,0.225605673
2566,0.079128534,0.246986399,0.225726936
183,-1.354370194,0.023501002,0.226158017
1432,-0.632016005,2.003944849,0.228257831
3119,1.121246593,-0.889367174,0.229172248
379,0.23195358,1.224274039,0.229252906
2724,-1.17759363,0.023501002,0.230502573
627,0.139347132,-0.098041437,0.230583162
1677,0.103446888,-0.397475362,0.230757757
2285,-0.46573343,-0.073120917,0.232046473
1893,-1.106353868,-0.073120917,0.233267085
2704,1.927144794,1.808297421,0.233495005
2765,-0.448537757,-0.367988408,0.233642466
1166,-0.780267246,1.895101205,0.234017756
603,1.666245132,-0.000217723,0.234540331
1854,1.626389553,0.450207536,0.236107006
55,0.103446888,-0.148886303,0.236347894
744,0.174588488,0.160362696,0.236789424
2582,-0.574040686,-1.385882298,0.236883066
3123,-0.365689454,-1.246878045,0.237418054
1516,-0.483156889,0.246986399,0.238086532
2314,0.342039105,0.246986399,0.239235645
248,2.006118088,0.023501002,0.239516114
2983,-0.184295582,1.535136277,0.240597451
3361,-0.780267246,1.253760079,0.240664176
1420,-1.140982004,-0.339023471,0.240704209
522,-1.140982004,1.693699866,0.240864333
757,0.884071059,0.246986399,0.24146465
2067,-0.73576221,1.239050566,0.24179806
952,-1.216574491,0.391052148,0.241824729
3075,0.892599777,2.179062618,0.241904736
2875,-1.303996075,0.046945496,0.242464666
3634,0.497215824,0.160362696,0.244116624
2291,0.788387493,0.58298246,0.245287923
3106,-0.826845578,0.72683291,0.245567309
2105,-0.927593815,0.896632459,0.24603284
2145,-0.333877457,-0.282554741,0.246192418
594,-1.411547387,-0.58722335,0.250534691
409,0.042042917,0.115724025,0.253237548
497,-0.851009019,0.488864841,0.255142647
2252,-0.365689454,0.225645948,0.256173611
600,0.09132719,0.204099296,0.26014574
226,0.127455416,0.246986399,0.263555603
633,-1.073418014,0.204099296,0.263884349
2536,-1.258454391,1.548620198,0.264397057
3302,-0.518725019,0.289071661,0.264909597
416,-1.073418014,1.072608392,0.265881652
1310,0.029512257,0.115724025,0.26632807
847,0.526999603,0.023501002,0.266433091
3425,0.016894271,-0.20116426,0.266879353
2753,0.384507023,1.13415426,0.268518937
3645,0.029512257,0.093048461,0.268545157
2366,-0.901324528,-0.174838546,0.269881773
981,0.99289989,-1.026449096,0.27030087
52,0.309622152,-0.073120917,0.271230344
265,-0.826845578,0.204099296,0.272106951
2488,-0.483156889,1.521600791,0.272446996
2791,-0.757772767,1.508013145,0.273924033
51,-0.927593815,0.093048461,0.27477303
837,1.705645173,0.138159617,0.274955831
2230,-0.536890305,0.945667134,0.275164721
2944,-1.17759363,0.023501002,0.275595469
2805,-1.479370101,2.401739707,0.279245583
2672,-0.927593815,-0.729314009,0.280221862
791,-0.242382455,1.103533678,0.280286926
2651,0.139347132,0.138159617,0.280378011
2432,1.057798642,-1.246878045,0.280417046
1960,-1.479370101,2.144630404,0.280963432
3469,0.968167927,-0.310553771,0.281522632
1278,-0.170101072,-0.397475362,0.283679553
2649,-0.242382455,-0.339023471,0.284159912
2634,-1.354370194,0.430648756,0.284211834
2918,-0.875817158,0.761626837,0.284536308
3515,0.679766079,-1.186184352,0.284834766
2552,-0.652002409,1.588768371,0.285768704
566,0.575803017,0.846754597,0.285950239
1330,-0.693076031,2.302959834,0.286546565
1883,-1.567758383,0.182340345,0.287129711
2328,0.186195327,0.160362696,0.287557215
2611,-0.803279042,0.350789912,0.288088195
2835,1.325832364,-0.227880049,0.288373039
2976,-0.272264215,0.391052148,0.28856722
3338,-0.25725009,0.673794595,0.291076501
527,0.103446888,-0.58722335,0.291683823
960,1.902504711,-0.58722335,0.294020492
1163,1.073792826,0.268126456,0.295258436
2437,-0.593051416,1.224274039,0.297718567
3433,-0.074041057,1.719470772,0.300997115
2574,1.896318894,0.182340345,0.301009959
75,0.287728683,-0.174838546,0.301459426
2715,-0.714205625,0.070125054,0.301562143
820,-0.875817158,0.330398444,0.302678768
222,0.566123511,-0.024220536,0.306689591
2182,-1.17759363,1.745064551,0.309144922
2664,1.065806966,0.430648756,0.31029456
3438,-1.073418014,-1.246878045,0.311213675
920,-0.714205625,0.289071661,0.311303005
3334,-0.901324528,1.009806097,0.311838881
244,0.016894271,0.093048461,0.313547381
2164,1.619701546,0.268126456,0.31413346
1428,-0.875817158,1.480678928,0.31601765
991,-0.901324528,0.160362696,0.317124214
2919,-0.500817436,-0.458135302,0.319588971
1547,-0.693076031,0.138159617,0.319741306
1580,-0.901324528,-0.367988408,0.320147461
326,-0.875817158,0.160362696,0.320299743
1740,-0.008611146,1.13415426,0.322087969
3250,-0.954697669,0.182340345,0.322632917
1512,0.934841671,0.046945496,0.325253686
2235,-0.901324528,1.41138654,0.325367535
2404,2.024109945,1.615286433,0.326733099
528,1.524649043,0.507970447,0.327604934
927,-0.714205625,0.350789912,0.327857551
1405,1.121246593,0.330398444,0.328955975
233,-1.567758383,-0.098041437,0.329044321
2886,0.115489141,1.84573869,0.329094803
23,0.151165667,-0.024220536,0.331238797
1021,-1.041948201,0.863476939,0.331667253
2269,-0.901324528,0.093048461,0.332145981
2275,0.265601039,-0.729314009,0.333543553
2300,-0.780267246,-0.227880049,0.333581308
1135,-0.021502484,-0.000217723,0.335141089
2795,-1.041948201,1.895101205,0.335555938
3215,0.298704225,-0.397475362,0.33710125
2280,1.725179173,-0.073120917,0.33718915
2413,-0.414795485,0.138159617,0.341440292
1367,-0.851009019,1.282981654,0.342516972
2912,-0.142080789,0.430648756,0.342617092
1378,-1.011764514,1.425357015,0.343067554
602,1.244153148,0.268126456,0.343580427
275,-0.227657104,0.070125054,0.343943093
3265,0.698200139,0.246986399,0.345605309
2427,0.054488041,0.410931597,0.34579267
216,-1.567758383,0.225645948,0.34694134
2903,0.507186823,0.138159617,0.348824889
2403,-0.483156889,1.041369119,0.349497943
2615,1.191006984,-0.174838546,0.350419822
1223,-0.757772767,-0.427513616,0.351303833
2337,-0.170101072,2.498353093,0.352299324
1461,-0.714205625,0.601398085,0.352635164
1763,-1.567758383,0.023501002,0.35293363
2749,0.943211455,1.397358691,0.353194743
1403,-0.574040686,1.588768371,0.355083446
517,-1.106353868,0.330398444,0.355220043
223,0.00418711,-0.123292073,0.355480787
2940,-0.632016005,1.397358691,0.355493202
1013,0.042042917,0.268126456,0.355729075
516,-0.851009019,0.093048461,0.356002149
308,-0.780267246,0.945667134,0.357800802
573,1.160206634,0.268126456,0.360525986
2586,-1.303996075,-0.174838546,0.361577673
747,-0.414795485,2.098271287,0.361726092
365,-0.333877457,1.13415426,0.363679005
1491,1.469085496,0.225645948,0.363839583
2876,-0.25725009,0.246986399,0.365086611
2044,0.276694603,-1.246878045,0.365098953
3320,0.115489141,0.813012167,0.366036673
1107,-1.411547387,0.093048461,0.367060144
809,0.197734088,0.350789912,0.367121778
1678,1.025536854,0.160362696,0.369302128
420,0.725597067,0.138159617,0.369572928
3626,-0.612371324,0.160362696,0.371012334
1245,-0.851009019,0.350789912,0.371430384
1390,-1.073418014,0.289071661,0.372130992
2140,0.079128534,1.057028602,0.373347122
3303,0.99289989,-0.282554741,0.374635965
2157,-1.411547387,-0.227880049,0.374979484
419,-0.156030538,-0.310553771,0.376401864
2473,-1.073418014,0.961831898,0.377651553
3196,-0.213070029,0.160362696,0.379132787
3373,1.908680158,-0.310553771,0.37959769
1233,0.623616194,0.601398085,0.380441518
1171,-0.612371324,-0.000217723,0.380942716
1797,-0.034488965,0.115724025,0.381565944
716,0.042042917,0.371006336,0.381895791
263,-0.128248765,0.289071661,0.383544031
1679,1.333151523,0.138159617,0.384995546
1765,-0.128248765,0.225645948,0.385909704
2185,-0.414795485,-0.048517895,0.386786815
3598,-0.074041057,-1.076633299,0.387846031
2482,-1.106353868,1.179533017,0.388649117
2899,-1.140982004,-1.026449096,0.389585552
3201,-0.612371324,0.673794595,0.389816538
902,-0.632016005,-0.148886303,0.392112468
3408,-0.574040686,1.224274039,0.392233857
3385,0.139347132,0.204099296,0.394162721
3219,-1.17759363,1.808297421,0.394174845
396,-1.354370194,0.637844308,0.395398912
2146,-0.272264215,0.138159617,0.397432961
240,0.186195327,0.330398444,0.397953176
1074,1.705645173,1.858138461,0.398364391
1642,-1.041948201,1.588768371,0.398811774
1932,0.517114563,0.070125054,0.399367809
2623,0.127455416,-0.282554741,0.402422641
421,0.127455416,-0.367988408,0.402941277
3066,-0.954697669,2.412578887,0.403580302
1949,-1.041948201,1.907344505,0.40386959
3209,-0.381866639,0.204099296,0.404749194
825,-0.087430327,-1.246878045,0.404797378
610,-0.927593815,0.023501002,0.405664447
3535,-1.041948201,2.508960253,0.406182061
1199,-1.140982004,0.115724025,0.406314448
2697,1.376710256,0.993899989,0.406639353
511,0.298704225,0.450207536,0.407132604
887,-1.011764514,1.311945755,0.407204775
2756,-0.757772767,1.783130957,0.408094619
1858,0.309622152,-0.339023471,0.408635506
2000,-0.272264215,-1.076633299,0.409224269
200,2.047967587,0.204099296,0.410245095
2400,1.705645173,-0.123292073,0.410725264
1795,-0.927593815,0.289071661,0.411169296
736,-0.693076031,0.225645948,0.412152941
3018,-1.011764514,1.164478969,0.412164933
1459,-0.632016005,-0.458135302,0.413291796
1035,-0.227657104,-0.621376729,0.413615327
289,0.016894271,0.115724025,0.415579117
443,0.651853123,-0.553873918,0.416332878
1106,-1.354370194,0.526931854,0.41685911
2881,-0.414795485,-0.767384301,0.416918899
